LOF,SVM
0.9453357415684069,0.8918698397278069
0.949967938601356,0.896526645212617
0.9527988464805989,0.881511299878825
0.9451639729527862,0.8899506689679771
0.9503666386879709,0.8857224107177811
0.9445354429527733,0.8913972070586176
0.9497730129623467,0.8817794858072914
0.9547699385356808,0.8931670235908766
0.9513425005835346,0.8872413702727382
0.9562838852542531,0.8942546095126725
0.9491883352532027,0.8909759754769903
0.9616589414793475,0.8944162180467004
0.9532096398815111,0.8954496660122913
0.9512113544655447,0.8900093313940766
0.9458758886254091,0.8897987174014109
0.9463333238615185,0.8966157514654924
0.9509723066385132,0.8869832201224815
0.9547027065725516,0.8912443185278884
0.9441449401925878,0.8921912241424089
0.9525318260908362,0.8897705338243068
0.9420729650276753,0.8944829506074894
0.9554751089838949,0.8867239434525314
0.9483887864679135,0.8854032255905491
0.948957264068344,0.894991074284815
0.9548364159492476,0.895869817222118
0.9576652899940242,0.8908611663256764
0.9406581911681885,0.8929933550505893
0.948503313172933,0.8845204262025405
0.947949343169389,0.892195432965823
0.9492562579262055,0.8890797002918541
0.9525021973348217,0.874767934944776
0.9488168773150095,0.8952938478321928
0.9431227527546577,0.8904912960659576
0.9499837925653025,0.8863223704391434
0.953145611659457,0.8892803532922706
0.9495539674184299,0.8975239613994754
0.9499692954578925,0.894469795134265
0.9583552020079014,0.8887538650619718
0.9424174587831459,0.8961371825814518
0.9503792072664456,0.8785670087520747
0.9454959576873189,0.8931016060498899
0.9598678411647886,0.8974644783544252
0.9500187107026323,0.8992025156604188
0.9490185528102764,0.8960247208765476
0.9509939193376536,0.8920685481905614
0.9511130851618186,0.8858800456466425
0.9366391033669259,0.8880595613941944
0.9468668659078249,0.8860207244680387
0.9502532680746034,0.8946828442999416
0.9479243975796176,0.8827644148779973
0.9472188703977588,0.8835622170006022
0.9463792685063566,0.8912794071308866
0.9531373936551532,0.897330608947272
0.9451689988985117,0.8889975333545086
0.9479272319219506,0.8906966984989574
0.9518715093671228,0.8894271809090131
0.9486435056235826,0.8942839461111859
0.9435375526395201,0.8960301573036901
0.9582606057651979,0.8877662554862378
0.9457882405521562,0.8904240509833781
0.9465437514147161,0.8870926300132858
0.9463051184215145,0.8820652422123478
0.945375958539792,0.8895872481972086
0.9556509138988052,0.8899790457094175
0.9446665305757971,0.8878901423181415
0.950966439257603,0.8826022888545897
0.9436259410441182,0.8872039077433365
0.9421011645337991,0.8823517975010449
0.9548580925749616,0.8881845741755902
0.9494658741106208,0.8905637626074396
0.9534292570833927,0.8956519678844648
0.9472162014755086,0.8936161126259705
0.9499596916910067,0.8904310422095685
0.9412628386428534,0.8907425636455146
0.9484877508034851,0.895496533375245
0.9540323570656731,0.8982515601844667
0.9490929243268211,0.8855194947329029
0.956739465456998,0.8840339485267531
0.9561892660248431,0.8979974090559257
0.9568119537604932,0.8895601563598825
0.9511150729084837,0.8911960555151267
0.9542318543714307,0.8864861849849637
0.9366201920571525,0.8954422059634106
0.9454465800909168,0.8958184892191634
0.9473650664029094,0.8892611401480998
0.9575611133133222,0.895424175790693
0.9591794466779956,0.88444628635891
0.9489142849164915,0.89527148704421
0.9393175307494915,0.8939546244685243
0.9556184606323103,0.8841672618990608
0.947600793871821,0.8948071496470763
0.9517940964318812,0.8880938260602604
0.9443184168767722,0.8862384740398467
0.9548589723349601,0.8865791341364768
0.954480740307604,0.8923070210567232
0.954113548288845,0.8882839454996108
0.9507786659348049,0.8968325425854922
0.9563094716803862,0.894248866993006
0.9571134473651783,0.8990764151344731
0.9455523851450005,0.8974671672236167
0.9579443740130886,0.8822066550509646
0.9480808442273443,0.8886906262392017
0.9522059891033869,0.8935953242031714
0.9569426561064673,0.8922521342536798
0.9450850379058641,0.8951298436523519
0.9492212333992105,0.9000173425867822
0.9595756944867886,0.8872301378653117
0.950782525513309,0.8911672491594432
0.9554121341952239,0.8890149582238362
0.9506923996646157,0.8846935997442457
0.9471534843991279,0.8961466181711676
0.9463789993878422,0.8911491682201285
0.9546628941309487,0.8920988205808776
0.9493902883659487,0.8892032334547766
0.9403693661082394,0.8944435793666698
0.9543857762035396,0.8871414864245175
0.9586745211250461,0.8785890648813753
0.9546084267433348,0.8886932920835
0.9617028012769187,0.8908277042513904
0.9531916336702826,0.8739519576575187
0.9488673742955354,0.8908660000123131
0.9421666608649407,0.8895622997696088
0.9470657878782998,0.8944446117699931
0.9448767661712127,0.8952575168734219
0.9453015103830594,0.8918688260394372
0.9460438671480925,0.8915126250800978
0.9466334989156797,0.889311317077646
0.9494326933893719,0.892193771566235
0.954070651104078,0.8904619234496965
0.949376426012969,0.8910946897819948
0.9538506787844935,0.887507959954896
0.954940382048178,0.8877559970269642
0.9548061633754138,0.8835045346691925
0.9553863555502782,0.9006913313965282
0.9498339685569719,0.8842177525521138
0.9531977095287528,0.8950551745723234
0.9494464129022542,0.8878892504560044
0.9522091408433002,0.8931982459738479
0.9457742413592007,0.8880302985119517
0.9482326693094005,0.8906460948108386
0.9514694674379301,0.891737996297326
0.9637106065462803,0.89363434403098
0.9471864085720857,0.8985537661123937
0.9508421600583923,0.8838653869836586
0.9510767536741855,0.8866051061544054
0.9451504689418084,0.8860477511696948
0.9482873189215648,0.8917256204638986
0.9367671775657684,0.8880855141386336
0.9434418175200199,0.8919015645517979
0.9443220907721837,0.8846056501823008
0.9462626043916009,0.8909853532841917
0.9504803486230544,0.8931568037268874
0.9485415805613856,0.8921705183785529
0.9477100472110481,0.8831827923848408
0.9513794674711006,0.8869758455725709
0.9564487648979431,0.8890474249359611
0.9453590138321084,0.8927892807388165
0.9504055762345139,0.8902352397406474
0.9454676134617239,0.8943783997608109
0.9527703811707057,0.8875349858655369
0.9640812223333749,0.890798045047642
0.9428225432210364,0.8907731082256835
0.9565524523643866,0.8799793359658581
0.9387237817562802,0.8808674182935875
0.9502249590889555,0.8876818751381796
0.948141663476547,0.896710781297793
0.9529034389025225,0.8811840946981373
0.9605512716795732,0.8943342271940703
0.955390598977724,0.8939400867697029
0.9413844064387583,0.8956731132160717
0.950970292424694,0.8901457246077243
0.957719058046281,0.8878375349233711
0.9536880626550894,0.8953608527635137
0.9436685433510814,0.8892946354580376
0.9517141105952782,0.8905205299117795
0.95590839683171,0.8962478240138233
0.9543097414254061,0.8942715927471547
0.9512702873042918,0.8916004327443389
0.9522628777125726,0.8906137355035978
0.9521417987576023,0.8821298766515424
0.9532344377127676,0.8864999729732987
0.9493273466802945,0.895704980917082
0.9508478177083566,0.8799507381691133
0.949353090099593,0.8803867611205033
0.9426565722056462,0.8969656753245812
0.9530221500875912,0.8911031728638649
0.9487289655625742,0.8901304985972159
0.9570203269837929,0.8868686230239516
0.9508931729640143,0.8872815572408221
0.95099706323606,0.888532660253452
0.947124225693839,0.8831175346501875
0.9392005981143697,0.8862790865293815
0.9535209652618508,0.8932180183697633
0.9430226753226276,0.8907481988464422
0.9529827037346049,0.8864886297272377
0.9594373015271538,0.8778816530354423
0.945508135138468,0.8810822118197139
0.9482890651801984,0.8891945192233253
0.9511432887437643,0.8906979197631645
0.9496144229320179,0.8868567861432053
